,precision,recall,f1-score,support
0,0.8672199170124482,0.8077294685990338,0.8364182091045522,1035.0
1,0.5528089887640449,0.6577540106951871,0.6007326007326007,374.0
accuracy,0.7679205110007097,0.7679205110007097,0.7679205110007097,0.7679205110007097
macro avg,0.7100144528882466,0.7327417396471105,0.7185754049185764,1409.0
weighted avg,0.7837637870160657,0.7679205110007097,0.7738586508851698,1409.0
