,precision,recall,f1-score,support
0,0.9072039072039072,0.7178743961352657,0.8015102481121898,1035.0
1,0.5050847457627119,0.7967914438502673,0.6182572614107884,374.0
accuracy,0.7388218594748048,0.7388218594748048,0.7388218594748048,0.7388218594748048
macro avg,0.7061443264833096,0.7573329199927665,0.7098837547614891,1409.0
weighted avg,0.8004668125417304,0.7388218594748048,0.7528682204143018,1409.0
